,wgt_nominal,wgt_pdf_2rms_down,wgt_muID_down,wgt_muTrig_up,wgt_muTrig_down,wgt_LHERen_down,wgt_LHEFac_down,wgt_pu_wgt_down,wgt_pu_wgt_up,wgt_qgl_wgt_down,wgt_LHERen_up,wgt_qgl_wgt_up,wgt_LHEFac_up,wgt_muID_up,wgt_pdf_2rms_up,wgt_muIso_down,wgt_muIso_up
subCat0,95.38829181013739,94.95172999985596,94.917602178593,95.39009666349821,95.38651684866696,112.53970035201071,92.03001474490286,95.66419086883768,95.10336961381073,95.14614112658231,81.81106926499169,96.60541249089184,98.15181790720894,95.86014561512572,95.82485362041857,94.60211980630594,96.17771697322148
subCat1,106.26971070940725,105.76393383174673,105.74532716056032,106.27149787237374,106.26795637712584,126.80355323243744,102.65481894873638,106.6128541525572,105.90221709907361,106.33360021483202,90.35682931243775,108.70102581481748,109.1723276718972,106.79539123478267,106.77548758706976,105.39385613826849,107.14918954392533
subCat2,123.27726522180593,122.66219790159009,122.66895858958127,123.27959672310149,123.27499539761438,149.2832425647191,119.77136109555609,123.54832713730738,123.01276175486242,123.47343322159718,103.61140902369752,127.81054200910232,125.95659351048631,123.88707640051233,123.8923325420239,122.26123764874438,124.29749709047465
subCat3,21.042450500902397,20.930956645617634,20.93861738800069,21.043179941458558,21.04174066628671,26.05163202856363,20.79532111255167,21.13652835806268,20.951361493062066,21.16802314599553,17.371010609835235,21.833401187887443,21.18448990312773,21.14654042794396,21.15394435618717,20.869022660211527,21.216595981475955
subCat4,6.997956571725717,6.95535095221456,6.9634254407263265,6.998227154855266,6.997693516645048,8.768311894424949,7.048785146753818,7.050474865234039,6.94574950956971,7.013705477693736,5.719309731355825,7.134205015344021,6.932539506220637,7.03257310980232,7.040562191236797,6.940280756001083,7.055871048471921
